date,stateAbbr,population,spend_acf,spend_aer,spend_all,spend_all_inchigh,spend_all_inclow,spend_all_incmiddle,spend_apg,spend_grf,spend_hcs,spend_tws,statefips,policy,lndailynewdeaths,dailynewdeaths,lndailynewcases,deaths,cases,dailynewcases
3/30/2020,IN,6732219,-0.706,-0.946,-0.354,-0.341,-0.316,-0.367,-0.546,-0.0635,-0.526,-0.697,18,1,0.693147181,2,5.645446898,40,1522,283
3/31/2020,IN,6732219,-0.7,-0.941,-0.358,-0.337,-0.321,-0.374,-0.534,-0.0876,-0.575,-0.707,18,1,1.386294361,4,5.616771098,44,1797,275
4/1/2020,IN,6732219,-0.686,-0.924,-0.349,-0.328,-0.296,-0.369,-0.513,-0.0527,-0.623,-0.69,18,1,2.833213344,17,5.940171253,61,2177,380
4/2/2020,IN,6732219,-0.67,-0.921,-0.327,-0.307,-0.266,-0.348,-0.49,0.000326,-0.624,-0.688,18,1,2.944438979,19,5.993961427,80,2578,401
4/3/2020,IN,6732219,-0.657,-0.905,-0.311,-0.284,-0.238,-0.336,-0.459,0.0393,-0.596,-0.685,18,1,2.63905733,14,6.169610732,94,3056,478
4/4/2020,IN,6732219,-0.638,-0.905,-0.296,-0.268,-0.215,-0.324,-0.422,0.0675,-0.605,-0.69,18,1,3.17805383,24,5.988961417,118,3455,399
4/5/2020,IN,6732219,-0.631,-0.863,-0.281,-0.217,-0.212,-0.314,-0.394,0.0892,-0.598,-0.698,18,1,2.890371758,18,6.253828812,136,3975,520
4/6/2020,IN,6732219,-0.621,-0.862,-0.277,-0.221,-0.22,-0.305,-0.382,0.128,-0.607,-0.705,18,1,2.708050201,15,6.135564891,151,4437,462
4/7/2020,IN,6732219,-0.62,-0.864,-0.267,-0.199,-0.225,-0.294,-0.376,0.145,-0.623,-0.695,18,1,2.995732274,20,6.308098442,171,4986,549
4/8/2020,IN,6732219,-0.616,-0.874,-0.253,-0.181,-0.228,-0.276,-0.359,0.146,-0.611,-0.705,18,1,3.610917913,37,6.324358962,208,5544,558
4/9/2020,IN,6732219,-0.613,-0.873,-0.251,-0.184,-0.225,-0.273,-0.355,0.157,-0.609,-0.71,18,1,3.63758616,38,6.091309882,246,5986,442
4/10/2020,IN,6732219,-0.605,-0.882,-0.25,-0.167,-0.242,-0.27,-0.351,0.184,-0.626,-0.726,18,1,3.891820298,49,6.025865974,295,6400,414
4/11/2020,IN,6732219,-0.605,-0.871,-0.25,-0.161,-0.247,-0.271,-0.329,0.197,-0.649,-0.73,18,1,4.060443011,58,6.327936784,353,6960,560
4/12/2020,IN,6732219,-0.617,-0.876,-0.288,-0.215,-0.27,-0.309,-0.375,0.107,-0.649,-0.738,18,1,3.583518938,36,6.280395839,389,7494,534
4/13/2020,IN,6732219,-0.616,-0.881,-0.29,-0.217,-0.262,-0.314,-0.401,0.0938,-0.639,-0.73,18,1,2.772588722,16,6.206575927,405,7990,496
4/14/2020,IN,6732219,-0.608,-0.877,-0.283,-0.234,-0.254,-0.302,-0.382,0.0944,-0.602,-0.736,18,1,2.197224577,9,5.736572297,414,8300,310
4/15/2020,IN,6732219,-0.594,-0.885,-0.246,-0.201,-0.205,-0.268,-0.358,0.104,-0.464,-0.732,18,1,3.784189634,44,5.697093487,458,8598,298
4/16/2020,IN,6732219,-0.579,-0.873,-0.215,-0.176,-0.162,-0.238,-0.301,0.0887,-0.401,-0.729,18,1,3.970291914,53,6.068425588,511,9030,432
4/17/2020,IN,6732219,-0.566,-0.879,-0.197,-0.193,-0.128,-0.217,-0.264,0.0419,-0.335,-0.735,18,1,3.761200116,43,6.378426184,554,9619,589
4/18/2020,IN,6732219,-0.558,-0.872,-0.177,-0.189,-0.091,-0.198,-0.261,0.00288,-0.283,-0.72,18,1,3.80666249,45,6.423246964,599,10235,616
4/19/2020,IN,6732219,-0.528,-0.862,-0.136,-0.145,-0.0482,-0.159,-0.254,0.0238,-0.26,-0.7,18,1,3.526360525,34,6.204557763,633,10730,495
4/20/2020,IN,6732219,-0.508,-0.847,-0.118,-0.15,-0.0276,-0.136,-0.221,-0.0215,-0.25,-0.701,18,1,2.944438979,19,6.34738921,652,11301,571
4/21/2020,IN,6732219,-0.467,-0.838,-0.0569,-0.0758,0.0678,-0.0875,-0.138,0.0502,-0.212,-0.69,18,1,2.63905733,14,6.180016654,666,11784,483
4/22/2020,IN,6732219,-0.465,-0.819,-0.0732,-0.0831,0.0478,-0.105,-0.127,0.0437,-0.302,-0.696,18,1,4.17438727,65,6.063785209,731,12214,430
4/23/2020,IN,6732219,-0.463,-0.811,-0.0908,-0.0814,0.0122,-0.122,-0.137,0.0238,-0.362,-0.706,18,1,3.496507561,33,5.888877958,764,12575,361
4/24/2020,IN,6732219,-0.456,-0.807,-0.0945,-0.0598,0.00473,-0.13,-0.139,0.0398,-0.422,-0.686,18,1,3.850147602,47,6.431331082,811,13196,621
4/25/2020,IN,6732219,-0.456,-0.826,-0.103,-0.0764,-0.0138,-0.135,-0.147,0.0687,-0.443,-0.705,18,1,3.688879454,40,6.480044562,851,13848,652
4/26/2020,IN,6732219,-0.457,-0.845,-0.0953,-0.0783,0.000288,-0.126,-0.101,0.171,-0.473,-0.703,18,1,3.828641396,46,6.577861358,897,14567,719
4/27/2020,IN,6732219,-0.466,-0.852,-0.0842,-0.0464,0.00178,-0.117,-0.0821,0.266,-0.456,-0.709,18,1,3.433987204,31,6.429719478,928,15187,620
4/28/2020,IN,6732219,-0.493,-0.867,-0.131,-0.101,-0.0662,-0.157,-0.164,0.185,-0.466,-0.717,18,1,1.386294361,4,6.856461985,932,16137,950
4/29/2020,IN,6732219,-0.497,-0.879,-0.127,-0.11,-0.0785,-0.145,-0.159,0.211,-0.493,-0.718,18,1,4.094344562,60,6.470799504,992,16783,646
4/30/2020,IN,6732219,-0.498,-0.888,-0.107,-0.0946,-0.0537,-0.124,-0.14,0.249,-0.498,-0.712,18,1,4.290459441,73,6.439350371,1065,17409,626
5/1/2020,IN,6732219,-0.502,-0.868,-0.0931,-0.0999,-0.0376,-0.107,-0.132,0.264,-0.473,-0.699,18,1,3.891820298,49,6.536691598,1114,18099,690
5/2/2020,IN,6732219,-0.491,-0.87,-0.08,-0.0668,-0.0205,-0.1,-0.114,0.246,-0.421,-0.676,18,0,4.110873864,61,6.735780014,1175,18941,842
5/3/2020,IN,6732219,-0.485,-0.866,-0.0659,-0.0415,-0.015,-0.0861,-0.0966,0.231,-0.39,-0.667,18,0,3.988984047,54,6.533788838,1229,19629,688
5/4/2020,IN,6732219,-0.482,-0.866,-0.0572,-0.0283,0.00623,-0.0818,-0.073,0.236,-0.337,-0.65,18,0,2.833213344,17,6.458338283,1246,20267,638
5/5/2020,IN,6732219,-0.48,-0.863,-0.0493,-0.022,0.0217,-0.0757,-0.0395,0.245,-0.315,-0.649,18,0,2.890371758,18,6.376726948,1264,20855,588
5/6/2020,IN,6732219,-0.472,-0.844,-0.0411,-0.00359,0.0542,-0.0759,-0.035,0.234,-0.25,-0.643,18,0,4.127134385,62,6.342121419,1326,21423,568
5/7/2020,IN,6732219,-0.47,-0.838,-0.05,-0.0106,0.0517,-0.087,-0.0509,0.209,-0.224,-0.616,18,0,3.931825633,51,6.760414691,1377,22286,863
5/8/2020,IN,6732219,-0.465,-0.858,-0.0437,0.0122,0.069,-0.0866,-0.024,0.214,-0.177,-0.631,18,0,3.610917913,37,6.486160789,1414,22942,656
5/9/2020,IN,6732219,-0.462,-0.818,-0.0264,0.0185,0.0766,-0.0645,-0.00215,0.267,-0.246,-0.624,18,0,3.496507561,33,6.519147288,1447,23620,678
5/10/2020,IN,6732219,-0.442,-0.808,-0.0402,-0.00896,0.0612,-0.0749,-0.013,0.222,-0.253,-0.62,18,0,3.761200116,43,6.428105273,1490,24239,619
5/11/2020,IN,6732219,-0.436,-0.8,-0.0556,-0.0397,0.0548,-0.0893,-0.0319,0.133,-0.272,-0.617,18,0,2.890371758,18,5.976350909,1508,24633,394
5/12/2020,IN,6732219,-0.454,-0.776,-0.0556,-0.0275,0.0474,-0.09,-0.0456,0.108,-0.24,-0.59,18,0,3.465735903,32,6.216606101,1540,25134,501
5/13/2020,IN,6732219,-0.453,-0.785,-0.0547,-0.0346,0.0291,-0.0824,-0.0465,0.0914,-0.216,-0.571,18,0,3.63758616,38,6.295266001,1578,25676,542
5/14/2020,IN,6732219,-0.436,-0.773,-0.0513,-0.0188,0.0166,-0.0777,-0.0441,0.0936,-0.224,-0.577,18,0,3.713572067,41,5.908082938,1619,26044,368
5/15/2020,IN,6732219,-0.423,-0.76,-0.0572,-0.0339,0.00081,-0.0789,-0.0626,0.0717,-0.239,-0.563,18,0,3.295836866,27,6.368187186,1646,26627,583
5/16/2020,IN,6732219,-0.407,-0.75,-0.0724,-0.0441,-0.00257,-0.0984,-0.0611,0.035,-0.223,-0.576,18,0,3.80666249,45,6.483107351,1691,27281,654
5/17/2020,IN,6732219,-0.414,-0.755,-0.0614,-0.0176,0.0123,-0.0918,-0.0244,0.0757,-0.27,-0.584,18,0,3.912023005,50,6.458338283,1741,27919,638
5/18/2020,IN,6732219,-0.405,-0.756,-0.0489,0.00644,0.0304,-0.0835,0.0307,0.152,-0.278,-0.6,18,0,2.302585093,10,6.214608098,1751,28419,500
5/19/2020,IN,6732219,-0.377,-0.767,-0.0476,-0.0102,0.0282,-0.0774,0.0514,0.146,-0.256,-0.606,18,0,2.63905733,14,6.169610732,1765,28897,478
5/20/2020,IN,6732219,-0.367,-0.758,-0.0535,-0.015,0.029,-0.0852,0.0587,0.153,-0.229,-0.607,18,0,4.077537444,59,6.224558429,1824,29402,505
5/21/2020,IN,6732219,-0.371,-0.758,-0.0462,-0.0174,0.048,-0.0788,0.0677,0.151,-0.139,-0.593,18,0,3.688879454,40,6.369900983,1864,29986,584
5/22/2020,IN,6732219,-0.367,-0.737,-0.0368,0.000965,0.0427,-0.0677,0.101,0.155,-0.154,-0.573,18,0,3.891820298,49,6.532334292,1913,30673,687
5/23/2020,IN,6732219,-0.36,-0.75,-0.0264,0.00371,0.0392,-0.0519,0.0892,0.149,-0.163,-0.561,18,0,3.33220451,28,6.198478716,1941,31165,492
5/24/2020,IN,6732219,-0.34,-0.728,-0.0311,-0.0191,0.0348,-0.0526,0.0808,0.111,-0.145,-0.552,18,0,3.135494216,23,6.232448017,1964,31674,509
5/25/2020,IN,6732219,-0.327,-0.742,-0.0294,-0.00845,0.0377,-0.0531,0.0285,0.0777,-0.0712,-0.524,18,0,2.48490665,12,6.167516491,1976,32151,477
5/26/2020,IN,6732219,-0.315,-0.691,-0.0212,0.021,0.0555,-0.0523,0.0429,0.091,-0.178,-0.523,18,0,2.079441542,8,5.823045895,1984,32489,338
5/27/2020,IN,6732219,-0.304,-0.689,-0.0118,0.0491,0.0726,-0.049,0.0898,0.082,-0.196,-0.516,18,0,2.995732274,20,5.905361848,2004,32856,367
5/28/2020,IN,6732219,-0.288,-0.682,-0.0053,0.058,0.0788,-0.0429,0.112,0.0795,-0.174,-0.505,18,0,3.258096538,26,5.955837369,2030,33242,386
5/29/2020,IN,6732219,-0.246,-0.662,0.0488,0.143,0.191,-0.00908,0.159,0.112,-0.0991,-0.5,18,0,3.63758616,38,6.466144724,2068,33885,643
5/30/2020,IN,6732219,-0.236,-0.649,0.0602,0.181,0.221,-0.00665,0.187,0.0968,-0.0731,-0.49,18,0,3.737669618,42,6.242223265,2110,34399,514
5/31/2020,IN,6732219,-0.23,-0.637,0.0766,0.221,0.236,0.00555,0.186,0.133,-0.118,-0.47,18,0,2.708050201,15,6.499787041,2125,35064,665
6/1/2020,IN,6732219,-0.214,-0.584,0.099,0.267,0.226,0.0307,0.207,0.157,-0.086,-0.446,18,0,2.197224577,9,5.899897354,2134,35429,365
6/2/2020,IN,6732219,-0.222,-0.621,0.0869,0.203,0.224,0.0259,0.216,0.133,-0.0715,-0.466,18,0,2.079441542,8,5.541263545,2142,35684,255
6/3/2020,IN,6732219,-0.215,-0.633,0.0816,0.196,0.208,0.0236,0.165,0.136,-0.0971,-0.465,18,0,4.007333185,55,6.098074282,2197,36129,445
6/4/2020,IN,6732219,-0.231,-0.625,0.0572,0.184,0.172,-0.000787,0.14,0.114,-0.171,-0.488,18,0,2.302585093,10,6.173786104,2207,36609,480
6/5/2020,IN,6732219,-0.274,-0.611,0.0108,0.113,0.0841,-0.0323,0.0689,0.0879,-0.203,-0.479,18,0,3.17805383,24,5.981414211,2231,37005,396
6/6/2020,IN,6732219,-0.274,-0.612,-0.0018,0.0842,0.0595,-0.0384,0.0678,0.0877,-0.226,-0.473,18,0,3.295836866,27,6.202535517,2258,37499,494
6/7/2020,IN,6732219,-0.276,-0.62,0.0186,0.125,0.0848,-0.0237,0.0881,0.0832,-0.186,-0.472,18,0,3.526360525,34,6.061456919,2292,37928,429
6/8/2020,IN,6732219,-0.289,-0.643,0.0325,0.136,0.11,-0.0118,0.0922,0.0804,-0.138,-0.447,18,0,2.397895273,11,5.991464547,2303,38328,400
6/9/2020,IN,6732219,-0.285,-0.619,0.0336,0.159,0.0975,-0.0113,0.109,0.0977,-0.0931,-0.44,18,0,2.564949357,13,5.416100402,2316,38553,225
6/10/2020,IN,6732219,-0.288,-0.591,0.0459,0.152,0.131,-0.000485,0.135,0.111,-0.0665,-0.431,18,0,3.135494216,23,6.068425588,2339,38985,432
6/11/2020,IN,6732219,-0.284,-0.602,0.0466,0.118,0.116,0.0114,0.124,0.112,0.00168,-0.424,18,0,2.772588722,16,5.743003188,2355,39297,312
6/12/2020,IN,6732219,-0.277,-0.615,0.0411,0.103,0.124,0.00458,0.157,0.109,-0.00664,-0.433,18,0,3.218875825,25,6.033086222,2380,39714,417
6/13/2020,IN,6732219,-0.282,-0.602,0.0398,0.0992,0.127,0.00288,0.184,0.104,-0.0151,-0.432,18,0,2.772588722,16,5.991464547,2396,40114,400
6/14/2020,IN,6732219,-0.27,-0.568,0.00891,0.0467,0.0895,-0.0217,0.159,0.0977,-0.0398,-0.438,18,0,2.833213344,17,6.042632834,2413,40535,421
6/15/2020,IN,6732219,-0.265,-0.538,-0.0147,0.0228,0.0469,-0.0404,0.164,0.0733,-0.0958,-0.447,18,0,2.197224577,9,5.902633333,2422,40901,366
6/16/2020,IN,6732219,-0.282,-0.493,-0.0053,0.0281,0.0507,-0.0286,0.176,0.0873,-0.137,-0.434,18,0,2.397895273,11,6.255750042,2433,41422,521
6/17/2020,IN,6732219,-0.281,-0.487,-0.00853,0.0353,0.0343,-0.0306,0.181,0.0819,-0.165,-0.417,18,0,2.63905733,14,5.880532986,2447,41780,358
6/18/2020,IN,6732219,-0.279,-0.458,-9.26E-05,0.0435,0.0591,-0.0265,0.195,0.104,-0.204,-0.396,18,0,3.33220451,28,5.545177444,2475,42036,256
6/19/2020,IN,6732219,-0.269,-0.459,0.00363,0.0522,0.0535,-0.0213,0.164,0.111,-0.206,-0.382,18,0,2.772588722,16,6.095824562,2491,42480,444
6/20/2020,IN,6732219,-0.262,-0.489,0.0141,0.0642,0.0729,-0.0136,0.132,0.144,-0.173,-0.374,18,0,3.218875825,25,5.771441123,2516,42801,321
6/21/2020,IN,6732219,-0.254,-0.519,0.0176,0.0704,0.0709,-0.00924,0.19,0.126,-0.178,-0.365,18,0,2.995732274,20,5.811140993,2536,43135,334
6/22/2020,IN,6732219,-0.256,-0.531,0.0063,0.0557,0.0678,-0.0219,0.167,0.13,-0.186,-0.389,18,0,1.386294361,4,5.888877958,2540,43496,361
6/23/2020,IN,6732219,-0.235,-0.557,0.00488,0.0796,0.0639,-0.0283,0.157,0.114,-0.198,-0.363,18,0,2.564949357,13,5.361292166,2553,43709,213
6/24/2020,IN,6732219,-0.231,-0.544,0.00781,0.0915,0.0664,-0.0272,0.126,0.0921,-0.122,-0.369,18,0,2.772588722,16,5.552959585,2569,43967,258
6/25/2020,IN,6732219,-0.247,-0.582,-0.0129,0.0915,0.0478,-0.0526,0.101,0.0467,-0.162,-0.404,18,0,2.197224577,9,5.680172609,2578,44260,293
6/26/2020,IN,6732219,-0.277,-0.619,-0.0634,0.0119,-0.0101,-0.0949,0.0679,-0.00533,-0.216,-0.426,18,0,2.079441542,8,6.251903883,2586,44779,519
6/27/2020,IN,6732219,-0.271,-0.601,-0.104,-0.0328,-0.0739,-0.128,0.0856,-0.0376,-0.228,-0.427,18,0,2.197224577,9,6.194405391,2595,45269,490
6/28/2020,IN,6732219,-0.277,-0.589,-0.115,-0.0584,-0.0753,-0.139,0.0439,-0.0327,-0.173,-0.434,18,0,3.044522438,21,6.08221891,2616,45707,438
6/29/2020,IN,6732219,-0.266,-0.602,-0.101,-0.0509,-0.0645,-0.123,0.0623,-0.0104,-0.153,-0.43,18,0,1.098612289,3,5.897153868,2619,46071,364
6/30/2020,IN,6732219,-0.275,-0.604,-0.105,-0.0764,-0.0684,-0.122,0.0528,-0.000562,-0.107,-0.465,18,0,1.609437912,5,5.700443573,2624,46370,299
7/1/2020,IN,6732219,-0.285,-0.547,-0.114,-0.0906,-0.0597,-0.134,0.0322,0.0145,-0.134,-0.458,18,0,2.772588722,16,5.913503006,2640,46740,370
1/24/2020,KS,2913314,0.0763,0.0289,0.0329,0.0708,0.0629,0.0155,0.105,0.016,-0.0796,0.0399,20,0,0,0,0,0,0,
1/25/2020,KS,2913314,0.0677,-0.0372,0.0268,0.0622,0.048,0.0128,0.0993,0.0377,-0.0863,0.0213,20,0,0,0,0,0,0,
1/26/2020,KS,2913314,-0.00456,-0.0101,-0.00651,0.00103,0.0199,-0.0167,0.0135,-0.00114,-0.079,0.0185,20,0,0,0,0,0,0,
1/27/2020,KS,2913314,-0.0213,-0.137,-0.0137,-0.0213,0.0178,-0.0224,0.00827,-0.0155,-0.0104,0.0107,20,0,0,0,0,0,0,
1/28/2020,KS,2913314,-0.00962,-0.11,-0.0274,-0.0596,0.0122,-0.0336,0.00295,-0.0262,-0.0374,-0.00257,20,0,0,0,0,0,0,
1/29/2020,KS,2913314,-0.00096,-0.138,-0.0364,-0.0676,-0.0065,-0.0397,-0.024,-0.0432,-0.0501,-0.015,20,0,0,0,0,0,0,
1/30/2020,KS,2913314,-0.000376,-0.141,-0.0211,-0.0434,0.0146,-0.0282,0.0051,-0.0236,0.0144,-0.00882,20,0,0,0,0,0,0,
1/31/2020,KS,2913314,-0.0173,-0.112,-0.00827,-0.0359,0.00898,-0.00823,-0.000808,-0.00137,0.047,-0.0303,20,0,0,0,0,0,0,
2/1/2020,KS,2913314,-0.0377,-0.193,-0.0113,-0.029,-0.00878,-0.00832,-0.0154,0.0169,0.0665,-0.0147,20,0,0,0,0,0,0,
2/2/2020,KS,2913314,-0.0675,-0.234,-0.0335,-0.0271,-0.0384,-0.0332,-0.0181,-0.0157,0.0671,-0.0558,20,0,0,0,0,0,0,
2/3/2020,KS,2913314,-0.0606,-0.149,-0.0272,-0.0154,-0.0307,-0.0284,0.00777,-0.0368,0.0324,-0.0616,20,0,0,0,0,0,0,
2/4/2020,KS,2913314,-0.078,-0.104,-0.029,0.0221,-0.0407,-0.0351,0.0308,-0.0436,0.0253,-0.0776,20,0,0,0,0,0,0,
2/5/2020,KS,2913314,-0.0902,-0.0974,-0.0201,0.0321,-0.0307,-0.0268,0.0637,-0.0403,0.0123,-0.0838,20,0,0,0,0,0,0,
2/6/2020,KS,2913314,-0.0759,-0.0679,-0.0172,0.0273,-0.0383,-0.0187,0.0612,-0.0437,0.0255,-0.082,20,0,0,0,0,0,0,
2/7/2020,KS,2913314,-0.0595,-0.0759,3.79E-05,0.0336,-0.00906,-0.00346,0.0955,-0.0362,0.0694,-0.079,20,0,0,0,0,0,0,
2/8/2020,KS,2913314,-0.044,0.0806,0.000615,0.0251,0.00718,-0.00632,0.0935,-0.0676,0.0209,-0.117,20,0,0,0,0,0,0,
2/9/2020,KS,2913314,-0.00981,0.0707,0.0132,0.0228,0.0268,0.00692,0.0828,-0.0473,0.00616,-0.116,20,0,0,0,0,0,0,
2/10/2020,KS,2913314,-0.0024,0.0248,0.0094,0.0364,0.00986,0.004,0.0522,-0.0279,0.0219,-0.123,20,0,0,0,0,0,0,
2/11/2020,KS,2913314,0.00246,-0.0131,0.0218,0.0246,0.0227,0.0211,0.0394,-8.76E-05,0.0682,-0.0999,20,0,0,0,0,0,0,
2/12/2020,KS,2913314,0.00305,-0.0138,0.000139,0.00322,-0.0293,0.0096,-0.00707,-0.000941,0.0714,-0.126,20,0,0,0,0,0,0,
2/13/2020,KS,2913314,-0.0232,-0.0709,-0.0338,-0.0357,-0.0728,-0.0201,-0.038,-0.0568,-0.057,-0.176,20,0,0,0,0,0,0,
2/14/2020,KS,2913314,-0.0389,0.0396,-0.0723,-0.0663,-0.112,-0.0597,-0.0524,-0.0932,-0.101,-0.235,20,0,0,0,0,0,0,
2/15/2020,KS,2913314,-0.0282,0.0659,-0.0642,-0.0486,-0.103,-0.0538,-0.0387,-0.0647,-0.0879,-0.251,20,0,0,0,0,0,0,
2/16/2020,KS,2913314,0.00144,0.0741,-0.046,-0.0163,-0.0886,-0.0371,-0.0211,-0.0367,-0.0796,-0.226,20,0,0,0,0,0,0,
2/17/2020,KS,2913314,0.00111,0.0843,-0.0411,-0.0158,-0.0747,-0.0345,-0.0143,-0.048,-0.0956,-0.173,20,0,0,0,0,0,0,
2/18/2020,KS,2913314,-0.000236,0.0382,-0.0369,-0.00917,-0.0622,-0.0337,-0.0186,-0.0259,-0.0544,-0.206,20,0,0,0,0,0,0,
2/19/2020,KS,2913314,0.0107,0.116,-0.0168,-0.00646,-0.0214,-0.0173,0.00287,-0.0189,-0.0503,-0.187,20,0,0,0,0,0,0,
2/20/2020,KS,2913314,0.0191,0.135,0.00425,0.0387,0.0254,-0.00936,0.0174,0.0306,0.0421,-0.155,20,0,0,0,0,0,0,
2/21/2020,KS,2913314,0.0278,0.0216,0.015,0.0595,0.0363,-0.000519,3.40E-06,0.0393,0.0208,-0.117,20,0,0,0,0,0,0,
2/22/2020,KS,2913314,0.00923,-0.0228,-0.00494,0.035,0.00779,-0.0168,-0.0252,-0.015,0.0444,-0.11,20,0,0,0,0,0,0,
2/23/2020,KS,2913314,-0.00215,-0.0114,-0.00249,0.0259,-0.000536,-0.0087,-0.0136,-0.0113,0.0444,-0.097,20,0,0,0,0,0,0,
2/24/2020,KS,2913314,-0.0163,-0.00539,-0.0219,-0.0159,-0.012,-0.0264,-0.032,-0.0198,0.00186,-0.128,20,0,0,0,0,0,0,
2/25/2020,KS,2913314,-0.0124,-0.00111,-0.0347,-0.00352,-0.0547,-0.034,-0.0385,-0.0449,-0.0311,-0.143,20,0,0,0,0,0,0,
2/26/2020,KS,2913314,-0.0167,-0.0986,-0.0256,0.00776,-0.0603,-0.0202,-0.0392,-0.0368,-0.0428,-0.128,20,0,0,0,0,0,0,
2/27/2020,KS,2913314,-0.00523,-0.0636,-0.0332,-0.0184,-0.0724,-0.0227,-0.0298,-0.0347,-0.0872,-0.138,20,0,0,0,0,0,0,
2/28/2020,KS,2913314,0.00848,-0.0129,-0.028,-0.0228,-0.0722,-0.0138,-0.0201,-0.0138,-0.0996,-0.159,20,0,0,0,0,0,0,
2/29/2020,KS,2913314,0.0321,0.00299,-0.00443,-0.00706,-0.0504,0.0118,0.00378,0.00739,-0.0845,-0.153,20,0,0,0,0,0,0,
3/1/2020,KS,2913314,0.0386,-0.0996,-0.0123,-0.00966,-0.0643,0.00508,-0.0194,-0.00728,-0.105,-0.148,20,0,0,0,0,0,0,
3/2/2020,KS,2913314,0.027,-0.0409,-0.028,-0.0341,-0.0627,-0.015,-0.0871,-0.0586,-0.0415,-0.205,20,0,0,0,0,0,0,
3/3/2020,KS,2913314,0.0668,-0.0321,0.0157,-0.0164,-0.00549,0.0292,-0.0273,0.018,-0.0178,-0.184,20,0,0,0,0,0,0,
3/4/2020,KS,2913314,0.0701,-0.0423,0.0206,0.00325,0.0315,0.0204,-0.0186,0.0258,0.0292,-0.194,20,0,0,0,0,0,0,
3/5/2020,KS,2913314,0.0572,-0.0159,0.0108,-0.00342,0.023,0.00962,-0.0387,0.0322,0.0313,-0.209,20,0,0,0,0,0,0,
3/6/2020,KS,2913314,0.041,-0.0847,-0.0027,-0.0124,0.00642,-0.0037,-0.037,0.0109,0.00555,-0.231,20,0,0,0,0,0,0,
3/7/2020,KS,2913314,0.015,-0.0723,-0.000645,-0.0114,0.0146,-0.0035,-0.0373,0.012,0.0358,-0.219,20,0,0,0,0,0,0,
3/8/2020,KS,2913314,-0.00389,0.011,0.00963,-0.021,0.0325,0.00843,-0.0118,0.0565,0.0328,-0.229,20,0,0,0,0,0,1,0
3/9/2020,KS,2913314,-0.00507,-0.0786,0.017,-0.0186,0.0343,0.0186,0.0335,0.12,-0.0347,-0.214,20,0,0,0,0,0,1,0
3/10/2020,KS,2913314,-0.0466,-0.0939,-0.0271,-0.0346,-0.0304,-0.0245,-0.00681,0.0508,-0.046,-0.275,20,0,0,0,0,0,1,0
3/11/2020,KS,2913314,-0.0566,-0.13,-0.0403,-0.0708,-0.041,-0.0338,-0.0344,0.055,-0.0135,-0.283,20,0,0,0,0,0,1,0
3/12/2020,KS,2913314,-0.0696,-0.217,-0.0319,-0.0622,-0.0326,-0.0253,-0.0232,0.133,0.0192,-0.288,20,0,0,0,0,0,1,0
3/13/2020,KS,2913314,-0.1,-0.266,-0.0113,-0.0451,-0.0191,-0.00154,-0.0328,0.28,0.082,-0.273,20,0,0,1,1.386294361,1,5,4
3/14/2020,KS,2913314,-0.154,-0.385,-0.0192,-0.0731,-0.0319,-0.00328,-0.0822,0.355,0.113,-0.298,20,0,0,0,0,1,6,1
3/15/2020,KS,2913314,-0.194,-0.48,-0.0481,-0.0955,-0.0554,-0.0355,-0.127,0.363,0.126,-0.356,20,0,0,0,0.693147181,1,8,2
3/16/2020,KS,2913314,-0.234,-0.512,-0.0394,-0.073,-0.0561,-0.0267,-0.149,0.454,0.123,-0.325,20,0,0,0,0,1,9,1
3/17/2020,KS,2913314,-0.282,-0.522,-0.0464,-0.0686,-0.0683,-0.0343,-0.181,0.52,0.098,-0.349,20,1,0,0,0.693147181,1,11,2
3/18/2020,KS,2913314,-0.32,-0.56,-0.0608,-0.0748,-0.111,-0.0406,-0.211,0.578,-0.00739,-0.392,20,1,0,0,1.791759469,1,17,6
3/19/2020,KS,2913314,-0.371,-0.586,-0.0819,-0.0959,-0.139,-0.0596,-0.257,0.586,-0.079,-0.431,20,1,0,0,1.609437912,1,22,5
3/20/2020,KS,2913314,-0.429,-0.627,-0.125,-0.13,-0.169,-0.109,-0.307,0.494,-0.162,-0.477,20,1,0,0,2.564949357,1,35,13
3/21/2020,KS,2913314,-0.491,-0.649,-0.154,-0.147,-0.192,-0.142,-0.377,0.439,-0.166,-0.502,20,1,0,0,2.63905733,1,49,14
3/22/2020,KS,2913314,-0.546,-0.645,-0.156,-0.162,-0.199,-0.14,-0.396,0.411,-0.153,-0.501,20,1,0,1,2.079441542,2,57,8
3/23/2020,KS,2913314,-0.57,-0.667,-0.198,-0.213,-0.236,-0.182,-0.433,0.31,-0.249,-0.579,20,1,0,0,2.197224577,2,66,9
3/24/2020,KS,2913314,-0.582,-0.768,-0.221,-0.241,-0.264,-0.202,-0.462,0.246,-0.331,-0.602,20,1,0,0,2.772588722,2,82,16
3/25/2020,KS,2913314,-0.588,-0.776,-0.23,-0.232,-0.263,-0.218,-0.464,0.194,-0.434,-0.604,20,1,0,1,2.995732274,3,102,20
3/26/2020,KS,2913314,-0.597,-0.775,-0.259,-0.243,-0.3,-0.247,-0.489,0.106,-0.443,-0.625,20,1,0,0,3.465735903,3,134,32
3/27/2020,KS,2913314,-0.617,-0.795,-0.288,-0.289,-0.335,-0.272,-0.496,0.0489,-0.468,-0.651,20,1,0,0,3.663561646,3,173,39
