date,stateAbbr,population,spend_acf,spend_aer,spend_all,spend_all_inchigh,spend_all_inclow,spend_all_incmiddle,spend_apg,spend_grf,spend_hcs,spend_tws,statefips,policy,lndailynewdeaths,dailynewdeaths,lndailynewcases,deaths,cases,dailynewcases
1/24/2020,AK,731545,0.00486,0.0552,-0.0242,-0.00965,0,-0.0652,0.155,-0.0326,-0.151,-0.0709,2,0,0,0,0,0,0,
1/25/2020,AK,731545,-0.0689,0.0198,-0.0447,-0.0425,0,-0.058,0.147,-0.0379,-0.0826,-0.174,2,0,0,0,0,0,0,
1/26/2020,AK,731545,-0.113,0.0652,-0.0271,-0.0226,0,-0.0443,0.195,-0.0223,-0.0965,-0.136,2,0,0,0,0,0,0,
1/27/2020,AK,731545,-0.146,0.15,-0.0282,-0.0397,0,-0.0142,0.187,-0.0176,-0.105,-0.145,2,0,0,0,0,0,0,
1/28/2020,AK,731545,-0.171,-0.0768,-0.0166,-0.0458,0,0.0361,0.15,0.00273,-0.00536,-0.0776,2,0,0,0,0,0,0,
1/29/2020,AK,731545,-0.128,-0.232,-0.0338,-0.0665,0,0.0239,0.0209,0.0214,0.0607,-0.141,2,0,0,0,0,0,0,
1/30/2020,AK,731545,-0.113,-0.273,-0.0014,-0.0514,0,0.0981,0.0564,0.0418,0.103,-0.124,2,0,0,0,0,0,0,
1/31/2020,AK,731545,-0.0682,-0.19,0.0164,-0.03,0,0.12,-0.00633,0.0631,0.00939,-0.0607,2,0,0,0,0,0,0,
2/1/2020,AK,731545,0.0435,-0.243,0.0278,-0.0102,0,0.108,-0.0149,0.0699,-0.164,0.0747,2,0,0,0,0,0,0,
2/2/2020,AK,731545,0.105,-0.276,0.00814,-0.0251,0,0.0747,-0.0312,0.0357,-0.15,-0.00134,2,0,0,0,0,0,0,
2/3/2020,AK,731545,0.157,-0.273,0.0349,0.00589,0,0.0895,-0.0479,0.045,-0.267,0.0361,2,0,0,0,0,0,0,
2/4/2020,AK,731545,0.135,-0.2,0.00811,-0.0127,0,0.0453,-0.0396,0.0542,-0.409,-0.00466,2,0,0,0,0,0,0,
2/5/2020,AK,731545,0.0966,-0.266,0.0184,0.00478,0,0.0449,-0.066,0.0527,-0.423,0.0678,2,0,0,0,0,0,0,
2/6/2020,AK,731545,0.0937,-0.03,-0.0043,-0.00114,0,-0.0152,-0.139,0.0506,-0.494,0.031,2,0,0,0,0,0,0,
2/7/2020,AK,731545,0.0854,-0.0935,0.00307,0.0132,0,-0.0216,-0.111,0.0111,-0.543,0.014,2,0,0,0,0,0,0,
2/8/2020,AK,731545,0.0418,0.0214,0.019,0.0239,0,0.00827,-0.0748,0.00432,-0.517,-0.0342,2,0,0,0,0,0,0,
2/9/2020,AK,731545,0.0217,0.0318,0.0405,0.0451,0,0.0304,-0.0818,0.0294,-0.516,0.037,2,0,0,0,0,0,0,
2/10/2020,AK,731545,0.0279,0.0404,0.0157,0.0495,0,-0.0447,-0.0423,0.0113,-0.495,0.0367,2,0,0,0,0,0,0,
2/11/2020,AK,731545,0.0469,0.0631,0.055,0.0978,0,-0.0202,-0.00964,-0.00799,-0.332,0.108,2,0,0,0,0,0,0,
2/12/2020,AK,731545,-0.0486,0.332,0.0488,0.0996,0,-0.0449,0.0291,-0.019,-0.377,0.175,2,0,0,0,0,0,0,
2/13/2020,AK,731545,-0.0467,0.0933,0.0656,0.113,0,-0.0223,0.126,-0.0206,-0.399,0.131,2,0,0,0,0,0,0,
2/14/2020,AK,731545,-0.053,0.0724,0.0687,0.108,0,-0.00848,0.193,-0.0204,-0.202,0.199,2,0,0,0,0,0,0,
2/15/2020,AK,731545,0.0265,-0.0124,0.0566,0.106,0,-0.0451,0.128,-0.0177,-0.148,0.218,2,0,0,0,0,0,0,
2/16/2020,AK,731545,0.0319,0.0884,0.0505,0.0941,0,-0.0371,0.105,0.00437,-0.15,0.209,2,0,0,0,0,0,0,
2/17/2020,AK,731545,0.0293,-0.00661,0.0677,0.068,0,0.0633,0.0152,0.0556,-0.103,0.232,2,0,0,0,0,0,0,
2/18/2020,AK,731545,0.0717,0.0554,0.054,0.0637,0,0.0288,0.0321,0.013,-0.207,0.118,2,0,0,0,0,0,0,
2/19/2020,AK,731545,0.0804,-0.00116,0.0464,0.0487,0,0.0379,0.0127,0.00312,-0.192,0.0613,2,0,0,0,0,0,0,
2/20/2020,AK,731545,0.0963,-0.0119,0.0251,0.0272,0,0.0181,0.0207,0.00238,-0.136,0.0688,2,0,0,0,0,0,0,
2/21/2020,AK,731545,0.0739,0.149,0.000361,0.00416,0,-0.0103,-0.0332,0.0109,-0.282,0.0137,2,0,0,0,0,0,0,
2/22/2020,AK,731545,0.00948,0.144,0.0137,0.0104,0,0.0177,0.0225,0.0413,-0.346,0.0318,2,0,0,0,0,0,0,
2/23/2020,AK,731545,-0.00226,-0.0476,0.00231,-0.00492,0,0.0127,0.0283,0.0246,-0.358,-0.0353,2,0,0,0,0,0,0,
2/24/2020,AK,731545,-0.047,-0.0396,-0.0197,-0.0422,0,0.0152,0.0468,0.0235,-0.376,-0.0447,2,0,0,0,0,0,0,
2/25/2020,AK,731545,-0.0546,-0.153,-0.0155,-0.019,0,-0.0186,-0.00348,0.0469,-0.32,-0.12,2,0,0,0,0,0,0,
2/26/2020,AK,731545,0.013,-0.186,-0.0314,-0.0311,0,-0.041,0.0055,0.0921,-0.32,-0.139,2,0,0,0,0,0,0,
2/27/2020,AK,731545,-0.00294,-0.274,-0.0216,-0.0141,0,-0.0464,0.0354,0.103,-0.291,-0.0877,2,0,0,0,0,0,0,
2/28/2020,AK,731545,0.00245,-0.336,-0.032,-0.0257,0,-0.0545,0.0689,0.132,-0.327,-0.112,2,0,0,0,0,0,0,
2/29/2020,AK,731545,0.0267,-0.271,-0.00324,0.00515,0,-0.0302,0.0497,0.14,-0.296,-0.0694,2,0,0,0,0,0,0,
3/1/2020,AK,731545,-0.0256,-0.249,-0.033,-0.0199,0,-0.0669,0.0341,0.0987,-0.295,-0.0506,2,0,0,0,0,0,0,
3/2/2020,AK,731545,0.0019,-0.162,-0.0165,0.0161,0,-0.0796,0.0555,0.107,-0.206,-0.0639,2,0,0,0,0,0,0,
3/3/2020,AK,731545,-0.00297,-0.138,-0.0122,0.0207,0,-0.0766,0.0284,0.167,-0.225,-0.0348,2,0,0,0,0,0,0,
3/4/2020,AK,731545,-0.0228,-0.113,-0.00889,0.0239,0,-0.0719,0.0712,0.167,-0.159,0.0297,2,0,0,0,0,0,0,
3/5/2020,AK,731545,-0.0105,-0.232,0.0135,0.0408,0,-0.0435,0.0841,0.177,-0.159,0.0476,2,0,0,0,0,0,0,
3/6/2020,AK,731545,-0.0348,-0.0103,0.0395,0.066,0,-0.0128,0.189,0.188,-0.161,0.0233,2,0,0,0,0,0,0,
3/7/2020,AK,731545,-0.163,-0.0617,0.0298,0.0745,0,-0.052,0.215,0.211,-0.091,0.08,2,0,0,0,0,0,0,
3/8/2020,AK,731545,-0.179,-0.0217,0.0277,0.0545,0,-0.027,0.142,0.242,-0.0724,0.0928,2,0,0,0,0,0,0,
3/9/2020,AK,731545,-0.169,-0.0832,0.0131,0.0308,0,-0.0291,0.162,0.236,-0.157,0.0938,2,0,0,0,0,0,0,
3/10/2020,AK,731545,-0.176,-0.0658,-0.0157,-0.00814,0,-0.0386,0.189,0.203,-0.157,0.0334,2,0,0,0,0,0,0,
3/11/2020,AK,731545,-0.19,-0.0194,-0.0387,-0.0388,0,-0.0442,0.182,0.169,-0.16,-0.0556,2,0,0,0,0,0,0,
3/12/2020,AK,731545,-0.205,0.117,-0.0102,-0.00111,0,-0.0304,0.124,0.3,-0.122,-0.0292,2,0,0,0,0,0,0,0
3/13/2020,AK,731545,-0.204,-0.194,-0.0157,0.00551,0,-0.0572,0.0259,0.431,-0.0581,0.0286,2,0,0,0,0,0,1,0
3/14/2020,AK,731545,-0.1,-0.279,0.00361,-0.000449,0,0.0103,0.00728,0.51,-0.0153,-0.143,2,0,0,0,0,0,1,0
3/15/2020,AK,731545,-0.117,-0.341,0.0131,0.016,0,0.00843,0.0398,0.56,0.0188,-0.214,2,0,0,0,0,0,1,0
3/16/2020,AK,731545,-0.127,-0.355,0.057,0.0538,0,0.0664,0.0246,0.762,-0.00221,-0.165,2,0,0,0,0,0,1,0
3/17/2020,AK,731545,-0.168,-0.488,0.0652,0.068,0,0.0627,-0.0399,0.845,-0.0437,-0.164,2,0,0,0,0.693147181,0,3,2
3/18/2020,AK,731545,-0.191,-0.509,0.064,0.0676,0,0.059,-0.0409,0.942,-0.111,-0.145,2,1,0,0,1.098612289,0,6,3
3/19/2020,AK,731545,-0.262,-0.529,0.0135,0.00371,0,0.0357,-0.0483,0.848,-0.168,-0.188,2,1,0,0,1.098612289,0,9,3
3/20/2020,AK,731545,-0.334,-0.596,-0.0118,-0.0377,0,0.0444,-0.115,0.786,-0.25,-0.246,2,1,0,0,1.098612289,0,12,3
3/21/2020,AK,731545,-0.426,-0.619,-0.0765,-0.094,0,-0.0396,-0.191,0.722,-0.3,-0.264,2,1,0,0,0.693147181,0,14,2
3/22/2020,AK,731545,-0.489,-0.66,-0.0916,-0.11,0,-0.0522,-0.223,0.68,-0.324,-0.269,2,1,0,0,1.945910149,0,21,7
3/23/2020,AK,731545,-0.551,-0.709,-0.167,-0.187,0,-0.127,-0.302,0.488,-0.402,-0.369,2,1,0,0,0,0,22,1
3/24/2020,AK,731545,-0.586,-0.724,-0.203,-0.211,0,-0.187,-0.324,0.386,-0.517,-0.437,2,1,0,0,2.63905733,0,36,14
3/25/2020,AK,731545,-0.628,-0.743,-0.244,-0.259,0,-0.21,-0.379,0.287,-0.58,-0.509,2,1,0,0,1.791759469,0,42,6
3/26/2020,AK,731545,-0.631,-0.761,-0.28,-0.292,0,-0.255,-0.416,0.243,-0.659,-0.574,2,1,0,0,2.833213344,0,59,17
3/27/2020,AK,731545,-0.652,-0.81,-0.316,-0.324,0,-0.298,-0.435,0.163,-0.734,-0.61,2,1,0,0,2.302585093,0,69,10
3/28/2020,AK,731545,-0.676,-0.785,-0.32,-0.337,0,-0.281,-0.453,0.106,-0.73,-0.61,2,1,0,1,2.772588722,1,85,16
3/29/2020,AK,731545,-0.683,-0.762,-0.34,-0.361,0,-0.293,-0.485,0.0579,-0.72,-0.638,2,1,0,0,2.833213344,1,102,17
3/30/2020,AK,731545,-0.696,-0.722,-0.347,-0.351,0,-0.331,-0.46,0.0191,-0.693,-0.643,2,1,0,1,2.48490665,2,114,12
3/31/2020,AK,731545,-0.693,-0.683,-0.36,-0.366,0,-0.341,-0.445,0.0114,-0.685,-0.644,2,1,0,0,1.791759469,2,120,6
4/1/2020,AK,731545,-0.679,-0.678,-0.342,-0.342,0,-0.339,-0.452,0.038,-0.666,-0.609,2,1,0,0,2.564949357,2,133,13
4/2/2020,AK,731545,-0.683,-0.645,-0.342,-0.345,0,-0.33,-0.407,0.0388,-0.661,-0.616,2,1,0,0,2.302585093,2,143,10
4/3/2020,AK,731545,-0.669,-0.573,-0.344,-0.349,0,-0.33,-0.392,0.0228,-0.68,-0.603,2,1,0,0,1.098612289,2,146,3
4/4/2020,AK,731545,-0.663,-0.611,-0.349,-0.349,0,-0.346,-0.407,0.0151,-0.708,-0.615,2,1,0,0,2.302585093,2,156,10
4/5/2020,AK,731545,-0.674,-0.658,-0.35,-0.335,0,-0.374,-0.398,0.016,-0.735,-0.615,2,1,0,1,2.564949357,3,169,13
4/6/2020,AK,731545,-0.673,-0.692,-0.353,-0.354,0,-0.348,-0.443,0.00878,-0.716,-0.624,2,1,0,1,2.63905733,4,183,14
4/7/2020,AK,731545,-0.678,-0.717,-0.35,-0.36,0,-0.325,-0.425,0.0334,-0.734,-0.63,2,1,0,0,1.791759469,4,189,6
4/8/2020,AK,731545,-0.693,-0.712,-0.371,-0.375,0,-0.358,-0.41,0.037,-0.712,-0.684,2,1,0,0,3.091042453,4,211,22
4/9/2020,AK,731545,-0.705,-0.739,-0.351,-0.347,0,-0.352,-0.411,0.0349,-0.702,-0.69,2,1,0,1,2.564949357,5,224,13
4/10/2020,AK,731545,-0.706,-0.778,-0.335,-0.334,0,-0.332,-0.413,0.048,-0.632,-0.706,2,1,0,0,2.197224577,5,233,9
4/11/2020,AK,731545,-0.704,-0.773,-0.32,-0.318,0,-0.319,-0.409,0.0622,-0.601,-0.682,2,1,0,0,2.397895273,5,244,11
4/12/2020,AK,731545,-0.69,-0.752,-0.324,-0.329,0,-0.308,-0.401,0.0223,-0.555,-0.689,2,1,0,1,2.397895273,6,255,11
4/13/2020,AK,731545,-0.695,-0.787,-0.328,-0.326,0,-0.334,-0.399,0.0207,-0.606,-0.689,2,1,0,0,2.708050201,6,270,15
4/14/2020,AK,731545,-0.694,-0.688,-0.331,-0.32,0,-0.358,-0.409,-0.0208,-0.547,-0.719,2,1,0,0,1.609437912,6,275,5
4/15/2020,AK,731545,-0.669,-0.71,-0.321,-0.325,0,-0.318,-0.408,-0.0331,-0.436,-0.699,2,1,0,1,2.079441542,7,283,8
4/16/2020,AK,731545,-0.673,-0.705,-0.337,-0.342,0,-0.335,-0.428,-0.0558,-0.466,-0.704,2,1,0,0,2.079441542,7,291,8
4/17/2020,AK,731545,-0.653,-0.656,-0.331,-0.328,0,-0.343,-0.417,-0.0485,-0.512,-0.714,2,1,0,0,1.945910149,7,298,7
4/18/2020,AK,731545,-0.651,-0.653,-0.344,-0.343,0,-0.356,-0.412,-0.0692,-0.513,-0.73,2,1,0,0,2.197224577,7,307,9
4/19/2020,AK,731545,-0.659,-0.711,-0.34,-0.342,0,-0.347,-0.416,-0.0384,-0.577,-0.71,2,1,0,0,1.609437912,7,312,5
4/20/2020,AK,731545,-0.622,-0.564,-0.32,-0.33,0,-0.303,-0.375,-0.0672,-0.553,-0.711,2,1,0,0,1.609437912,7,317,5
4/21/2020,AK,731545,-0.571,-0.66,-0.284,-0.305,0,-0.245,-0.316,-0.00832,-0.6,-0.692,2,1,0,0,0.693147181,7,319,2
4/22/2020,AK,731545,-0.577,-0.595,-0.276,-0.278,0,-0.273,-0.284,-0.00375,-0.694,-0.677,2,1,0,0,2.079441542,7,327,8
4/23/2020,AK,731545,-0.582,-0.597,-0.249,-0.25,0,-0.248,-0.258,-0.00722,-0.67,-0.657,2,1,0,0,1.791759469,7,333,6
4/24/2020,AK,731545,-0.597,-0.634,-0.259,-0.263,0,-0.25,-0.265,-0.0251,-0.686,-0.677,2,1,0,0,0.693147181,7,335,2
4/25/2020,AK,731545,-0.597,-0.649,-0.25,-0.259,0,-0.23,-0.258,-0.0442,-0.703,-0.66,2,0,0,0,0.693147181,7,337,2
4/26/2020,AK,731545,-0.586,-0.631,-0.238,-0.234,0,-0.243,-0.218,-0.0196,-0.66,-0.67,2,0,0,0,0,7,337,0
4/27/2020,AK,731545,-0.62,-0.624,-0.247,-0.25,0,-0.24,-0.271,0.0246,-0.662,-0.657,2,0,0,0,0.693147181,7,339,2
4/28/2020,AK,731545,-0.658,-0.629,-0.258,-0.263,0,-0.251,-0.342,-0.0252,-0.666,-0.591,2,0,0,0,1.386294361,7,343,4
4/29/2020,AK,731545,-0.654,-0.682,-0.255,-0.259,0,-0.249,-0.342,-0.0229,-0.708,-0.578,2,0,0,0,1.791759469,7,349,6
4/30/2020,AK,731545,-0.65,-0.632,-0.244,-0.255,0,-0.225,-0.333,0.00915,-0.702,-0.583,2,0,0,0,1.386294361,7,353,4
5/1/2020,AK,731545,-0.644,-0.575,-0.22,-0.232,0,-0.197,-0.333,0.0186,-0.614,-0.541,2,0,0,0,0,7,353,0
5/2/2020,AK,731545,-0.633,-0.55,-0.218,-0.217,0,-0.218,-0.325,0.0406,-0.579,-0.548,2,0,0,0,2.197224577,7,362,9
5/3/2020,AK,731545,-0.63,-0.515,-0.2,-0.207,0,-0.185,-0.331,0.0573,-0.593,-0.527,2,0,0,0,0,7,363,1
5/4/2020,AK,731545,-0.611,-0.573,-0.185,-0.196,0,-0.161,-0.276,0.0621,-0.596,-0.551,2,0,0,0,1.098612289,7,366,3
5/5/2020,AK,731545,-0.618,-0.582,-0.182,-0.195,0,-0.162,-0.244,0.0744,-0.502,-0.596,2,0,0,0,0.693147181,7,368,2
5/6/2020,AK,731545,-0.601,-0.491,-0.16,-0.189,0,-0.11,-0.189,0.0802,-0.442,-0.6,2,0,0,0,0,7,369,1
5/7/2020,AK,731545,-0.596,-0.529,-0.183,-0.206,0,-0.147,-0.187,0.0563,-0.488,-0.624,2,0,0,1,0,8,370,1
5/8/2020,AK,731545,-0.577,-0.55,-0.194,-0.215,0,-0.164,-0.153,0.0794,-0.568,-0.63,2,0,0,0,1.098612289,8,373,3
5/9/2020,AK,731545,-0.576,-0.535,-0.172,-0.198,0,-0.135,-0.134,0.113,-0.598,-0.583,2,0,0,0,1.098612289,8,376,3
5/10/2020,AK,731545,-0.564,-0.606,-0.192,-0.217,0,-0.154,-0.154,0.112,-0.609,-0.579,2,0,0,0,0,8,377,1
5/11/2020,AK,731545,-0.574,-0.638,-0.2,-0.211,0,-0.191,-0.0299,0.0689,-0.595,-0.566,2,0,0,0,0,8,378,1
5/12/2020,AK,731545,-0.562,-0.589,-0.197,-0.197,0,-0.203,-0.0629,0.0756,-0.528,-0.565,2,0,0,0,0.693147181,8,380,2
5/13/2020,AK,731545,-0.573,-0.534,-0.186,-0.176,0,-0.208,-0.124,0.084,-0.537,-0.547,2,0,0,0,1.098612289,8,383,3
5/14/2020,AK,731545,-0.553,-0.516,-0.162,-0.157,0,-0.174,-0.103,0.122,-0.445,-0.472,2,0,0,0,0,8,383,0
5/15/2020,AK,731545,-0.563,-0.525,-0.167,-0.165,0,-0.174,-0.138,0.104,-0.503,-0.465,2,0,0,0,1.386294361,8,387,4
5/16/2020,AK,731545,-0.548,-0.535,-0.183,-0.183,0,-0.187,-0.203,0.0527,-0.492,-0.499,2,0,0,0,0,8,388,1
5/17/2020,AK,731545,-0.555,-0.522,-0.181,-0.183,0,-0.178,-0.19,0.0456,-0.471,-0.527,2,0,0,0,1.386294361,8,392,4
5/18/2020,AK,731545,-0.544,-0.524,-0.169,-0.164,0,-0.18,-0.279,0.11,-0.457,-0.524,2,0,0,0,1.386294361,8,396,4
5/19/2020,AK,731545,-0.531,-0.529,-0.161,-0.17,0,-0.144,-0.167,0.0931,-0.557,-0.509,2,0,0,0,1.098612289,8,399,3
5/20/2020,AK,731545,-0.515,-0.639,-0.175,-0.185,0,-0.159,-0.101,0.0532,-0.542,-0.549,2,0,0,0,0,8,399,0
5/21/2020,AK,731545,-0.512,-0.699,-0.18,-0.199,0,-0.146,-0.115,0.0572,-0.486,-0.591,2,0,0,0,1.098612289,8,402,3
5/22/2020,AK,731545,-0.498,-0.652,-0.169,-0.197,0,-0.111,-0.0905,0.0508,-0.39,-0.602,2,0,0,0,0,8,402,0
5/23/2020,AK,731545,-0.487,-0.63,-0.154,-0.181,0,-0.0966,-0.0271,0.0613,-0.372,-0.609,2,0,0,0,0.693147181,8,404,2
5/24/2020,AK,731545,-0.47,-0.597,-0.143,-0.173,0,-0.0824,-0.0166,0.0312,-0.383,-0.613,2,0,0,0,1.609437912,8,409,5
5/25/2020,AK,731545,-0.469,-0.619,-0.142,-0.175,0,-0.0791,-0.0438,0.00101,-0.219,-0.591,2,0,0,0,0,8,409,0
5/26/2020,AK,731545,-0.481,-0.562,-0.155,-0.172,0,-0.122,-0.124,0.0143,-0.415,-0.628,2,0,0,0,1.098612289,8,412,3
5/27/2020,AK,731545,-0.478,-0.566,-0.164,-0.183,0,-0.123,-0.152,0.00392,-0.439,-0.636,2,0,0,0,1.386294361,8,416,4
5/28/2020,AK,731545,-0.477,-0.546,-0.166,-0.179,0,-0.14,-0.135,-0.0151,-0.541,-0.617,2,0,0,0,0,8,417,1
5/29/2020,AK,731545,-0.447,-0.524,-0.174,-0.178,0,-0.167,-0.139,-0.0248,-0.54,-0.579,2,0,0,0,2.564949357,8,430,13
5/30/2020,AK,731545,-0.442,-0.569,-0.187,-0.187,0,-0.192,-0.166,-0.0269,-0.566,-0.592,2,0,0,0,1.791759469,8,436,6
5/31/2020,AK,731545,-0.438,-0.523,-0.189,-0.187,0,-0.2,-0.193,-0.00196,-0.574,-0.571,2,0,0,0,1.609437912,8,441,5
6/1/2020,AK,731545,-0.412,-0.469,-0.17,-0.172,0,-0.171,-0.19,-0.00279,-0.526,-0.543,2,0,0,0,3.33220451,8,469,28
6/2/2020,AK,731545,-0.415,-0.431,-0.162,-0.16,0,-0.172,-0.181,0.000816,-0.441,-0.516,2,0,0,0,1.945910149,8,476,7
6/3/2020,AK,731545,-0.417,-0.477,-0.146,-0.133,0,-0.178,-0.21,0.0182,-0.372,-0.494,2,0,0,0,3.044522438,8,497,21
6/4/2020,AK,731545,-0.41,-0.381,-0.157,-0.141,0,-0.195,-0.232,0.015,-0.413,-0.494,2,0,0,0,2.944438979,8,516,19
6/5/2020,AK,731545,-0.419,-0.506,-0.154,-0.141,0,-0.187,-0.212,0.0234,-0.354,-0.518,2,0,0,0,3.258096538,8,542,26
6/6/2020,AK,731545,-0.413,-0.328,-0.153,-0.143,0,-0.174,-0.173,0.0288,-0.364,-0.501,2,0,0,0,3.135494216,8,565,23
6/7/2020,AK,731545,-0.404,-0.321,-0.151,-0.135,0,-0.182,-0.171,0.0271,-0.367,-0.482,2,0,0,0,2.63905733,8,579,14
6/8/2020,AK,731545,-0.396,-0.278,-0.159,-0.152,0,-0.171,-0.099,0.0336,-0.431,-0.515,2,0,0,0,2.197224577,8,588,9
6/9/2020,AK,731545,-0.367,-0.288,-0.16,-0.162,0,-0.154,-0.0989,0.00942,-0.413,-0.538,2,0,0,0,2.944438979,8,607,19
6/10/2020,AK,731545,-0.341,-0.255,-0.138,-0.146,0,-0.122,-0.0743,0.02,-0.498,-0.496,2,0,0,1,2.564949357,9,620,13
6/11/2020,AK,731545,-0.324,-0.333,-0.123,-0.132,0,-0.104,-0.0454,0.033,-0.413,-0.493,2,0,0,0,3.091042453,9,642,22
6/12/2020,AK,731545,-0.325,-0.208,-0.115,-0.125,0,-0.0939,-0.0712,0.0208,-0.438,-0.5,2,0,0,0,3.17805383,9,666,24
6/13/2020,AK,731545,-0.31,-0.344,-0.116,-0.136,0,-0.0804,-0.0603,0.00734,-0.383,-0.523,2,0,0,1,3.091042453,10,688,22
6/14/2020,AK,731545,-0.301,-0.333,-0.117,-0.132,0,-0.0921,0.0082,-0.00526,-0.399,-0.52,2,0,0,0,3.526360525,10,722,34
6/15/2020,AK,731545,-0.272,-0.389,-0.107,-0.108,0,-0.112,-0.0156,-0.00327,-0.354,-0.477,2,0,0,0,2.48490665,10,734,12
6/16/2020,AK,731545,-0.291,-0.406,-0.0995,-0.0981,0,-0.11,0.0299,0.0201,-0.401,-0.46,2,0,0,0,1.386294361,10,738,4
6/17/2020,AK,731545,-0.301,-0.34,-0.125,-0.125,0,-0.132,0.0391,0.00745,-0.328,-0.504,2,0,0,0,2.564949357,10,751,13
6/18/2020,AK,731545,-0.3,-0.303,-0.135,-0.148,0,-0.117,0.0258,0.0206,-0.348,-0.524,2,0,0,0,3.218875825,10,776,25
6/19/2020,AK,731545,-0.28,-0.193,-0.104,-0.115,0,-0.0889,0.0313,0.0437,-0.325,-0.481,2,0,0,0,2.944438979,10,795,19
6/20/2020,AK,731545,-0.261,-0.161,-0.101,-0.125,0,-0.0598,0.119,0.0615,-0.389,-0.447,2,0,0,0,3.258096538,10,821,26
6/21/2020,AK,731545,-0.237,-0.278,-0.0825,-0.113,0,-0.0253,0.129,0.0819,-0.323,-0.462,2,0,0,0,3.17805383,10,845,24
6/22/2020,AK,731545,-0.258,-0.192,-0.0796,-0.114,0,-0.0128,0.0654,0.0569,-0.29,-0.482,2,0,0,0,2.63905733,10,859,14
6/23/2020,AK,731545,-0.181,-0.214,-0.0864,-0.13,0,-0.000214,0.0424,0.0457,-0.234,-0.486,2,0,0,0,2.302585093,10,869,10
6/24/2020,AK,731545,-0.212,-0.245,-0.0828,-0.121,0,-0.00802,0.00274,0.0425,-0.168,-0.465,2,0,0,0,3.583518938,10,905,36
6/25/2020,AK,731545,-0.212,-0.238,-0.0816,-0.111,0,-0.024,-0.00444,0.0333,-0.151,-0.455,2,0,0,0,3.044522438,10,926,21
6/26/2020,AK,731545,-0.246,-0.391,-0.118,-0.141,0,-0.0763,0.00437,0.0179,-0.247,-0.494,2,0,0,0,3.80666249,10,971,45
6/27/2020,AK,731545,-0.262,-0.39,-0.114,-0.115,0,-0.117,-0.0588,-0.00504,-0.215,-0.522,2,0,0.693147181,2,3.401197382,12,1001,30
6/28/2020,AK,731545,-0.287,-0.323,-0.125,-0.125,0,-0.131,-0.0946,-0.037,-0.249,-0.539,2,0,0,0,3.258096538,12,1027,26
6/29/2020,AK,731545,-0.277,-0.38,-0.135,-0.142,0,-0.126,-0.0278,-0.00388,-0.309,-0.532,2,0,0,0,3.496507561,12,1060,33
6/30/2020,AK,731545,-0.361,-0.451,-0.127,-0.118,0,-0.149,0.00197,0.015,-0.38,-0.505,2,0,0,0,3.218875825,12,1085,25
7/1/2020,AK,731545,-0.351,-0.472,-0.126,-0.136,0,-0.112,0.00403,0.0209,-0.411,-0.471,2,0,0,0,3.850147602,12,1132,47
1/24/2020,AL,4903185,-0.00137,0.034,0.00683,0.0198,0.000972,0.00817,-0.0217,0.00713,0.0556,-0.0184,1,0,0,0,0,0,0,
1/25/2020,AL,4903185,5.47E-06,0.0125,0.00655,0.0149,0.00243,0.00769,-0.0215,0.0387,0.0435,-0.0251,1,0,0,0,0,0,0,
1/26/2020,AL,4903185,-0.0217,8.55E-05,-0.0134,-0.00123,-0.0204,-0.0108,-0.0415,0.0139,0.0428,-0.0222,1,0,0,0,0,0,0,
1/27/2020,AL,4903185,-0.0186,-0.0283,-0.0218,-0.0101,-0.0275,-0.0203,-0.0169,-0.0211,0.0302,-0.0181,1,0,0,0,0,0,0,
1/28/2020,AL,4903185,-0.0194,0.00389,-0.0341,-0.000768,-0.0447,-0.0344,-0.0305,-0.0834,-0.0119,-0.0537,1,0,0,0,0,0,0,
1/29/2020,AL,4903185,0.00796,0.0439,-0.0317,-0.0107,-0.032,-0.0371,-0.0371,-0.0603,0.0242,-0.0288,1,0,0,0,0,0,0,
1/30/2020,AL,4903185,0.0118,-0.0502,-0.0286,-0.0192,-0.0269,-0.0327,-0.0229,-0.0565,-0.0306,-0.0236,1,0,0,0,0,0,0,
1/31/2020,AL,4903185,0.00983,-0.0748,-0.0163,-0.0211,-0.0155,-0.0156,0.00559,-0.0371,-0.00624,-0.0318,1,0,0,0,0,0,0,
2/1/2020,AL,4903185,0.00872,-0.0937,-0.0287,-0.0298,-0.035,-0.023,0.0101,-0.0256,-0.0223,-0.0207,1,0,0,0,0,0,0,
2/2/2020,AL,4903185,0.00845,-0.0726,-0.0264,-0.0349,-0.0353,-0.0163,-0.000941,-0.00102,-0.0179,-0.0197,1,0,0,0,0,0,0,
2/3/2020,AL,4903185,-0.000204,-0.0138,-0.00789,-0.0052,-0.0135,-0.00368,-0.0212,0.0211,-0.00543,-0.0199,1,0,0,0,0,0,0,
2/4/2020,AL,4903185,0.0045,-0.0444,0.0102,-0.00153,0.00715,0.0164,-0.0014,0.0986,0.0314,0.0211,1,0,0,0,0,0,0,
2/5/2020,AL,4903185,-0.0221,-0.0511,-0.00874,0.00465,-0.0164,-0.00574,-0.0605,0.0579,-0.0517,-0.0298,1,0,0,0,0,0,0,
2/6/2020,AL,4903185,-0.0312,-0.000448,-0.0165,-0.000335,-0.0226,-0.0158,-0.0822,0.0378,-0.0187,-0.0514,1,0,0,0,0,0,0,
