Symbol,Open,Close,Volume,MarketCap,Sector,Industry,date
AAPL,39.63249969,39.43500137,140014000,7.37873E+11,Technology,Computer Manufacturing,12/31/2018
AAPL,38.72249985,39.47999954,148158800,7.37873E+11,Technology,Computer Manufacturing,1/2/2019
AAPL,35.99499893,35.54750061,365248800,7.37873E+11,Technology,Computer Manufacturing,1/3/2019
AAPL,36.13249969,37.06499863,234428400,7.37873E+11,Technology,Computer Manufacturing,1/4/2019
AAPL,37.17499924,36.98249817,219111200,7.37873E+11,Technology,Computer Manufacturing,1/7/2019
AAPL,37.38999939,37.6875,164101200,7.37873E+11,Technology,Computer Manufacturing,1/8/2019
AAPL,37.82249832,38.32749939,180396400,7.37873E+11,Technology,Computer Manufacturing,1/9/2019
AAPL,38.125,38.45000076,143122800,7.37873E+11,Technology,Computer Manufacturing,1/10/2019
AAPL,38.22000122,38.07249832,108092800,7.37873E+11,Technology,Computer Manufacturing,1/11/2019
AAPL,37.71250153,37.5,129756800,7.37873E+11,Technology,Computer Manufacturing,1/14/2019
AAPL,37.56750107,38.26750183,114843600,7.37873E+11,Technology,Computer Manufacturing,1/15/2019
AAPL,38.27000046,38.73500061,122278800,7.37873E+11,Technology,Computer Manufacturing,1/16/2019
AAPL,38.54999924,38.96500015,119284800,7.37873E+11,Technology,Computer Manufacturing,1/17/2019
AAPL,39.375,39.20500183,135004000,7.37873E+11,Technology,Computer Manufacturing,1/18/2019
AAPL,39.10250092,38.32500076,121576000,7.37873E+11,Technology,Computer Manufacturing,1/22/2019
AAPL,38.53749847,38.47999954,92522400,7.37873E+11,Technology,Computer Manufacturing,1/23/2019
AAPL,38.52750015,38.17499924,101766000,7.37873E+11,Technology,Computer Manufacturing,1/24/2019
AAPL,38.86999893,39.43999863,134142000,7.37873E+11,Technology,Computer Manufacturing,1/25/2019
AAPL,38.94749832,39.07500076,104768400,7.37873E+11,Technology,Computer Manufacturing,1/28/2019
AAPL,39.0625,38.66999817,166348800,7.37873E+11,Technology,Computer Manufacturing,1/29/2019
AAPL,40.8125,41.3125,244439200,7.37873E+11,Technology,Computer Manufacturing,1/30/2019
AAPL,41.52750015,41.61000061,162958400,7.37873E+11,Technology,Computer Manufacturing,1/31/2019
AAPL,41.74000168,41.63000107,130672400,7.37873E+11,Technology,Computer Manufacturing,2/1/2019
AAPL,41.85250092,42.8125,125982000,7.37873E+11,Technology,Computer Manufacturing,2/4/2019
AAPL,43.21500015,43.54499817,144406400,7.37873E+11,Technology,Computer Manufacturing,2/5/2019
AAPL,43.66249847,43.56000137,112958400,7.37873E+11,Technology,Computer Manufacturing,2/6/2019
AAPL,43.09999847,42.73500061,126966800,7.37873E+11,Technology,Computer Manufacturing,2/7/2019
AAPL,42.24750137,42.60250092,95280000,7.37873E+11,Technology,Computer Manufacturing,2/8/2019
AAPL,42.76250076,42.35749817,83973600,7.37873E+11,Technology,Computer Manufacturing,2/11/2019
AAPL,42.52500153,42.72249985,89134000,7.37873E+11,Technology,Computer Manufacturing,2/12/2019
AAPL,42.84749985,42.54499817,89960800,7.37873E+11,Technology,Computer Manufacturing,2/13/2019
AAPL,42.42750168,42.70000076,87342800,7.37873E+11,Technology,Computer Manufacturing,2/14/2019
AAPL,42.8125,42.60499954,98507200,7.37873E+11,Technology,Computer Manufacturing,2/15/2019
AAPL,42.42750168,42.73249817,75891200,7.37873E+11,Technology,Computer Manufacturing,2/19/2019
AAPL,42.79750061,43.00749969,104457600,7.37873E+11,Technology,Computer Manufacturing,2/20/2019
AAPL,42.95000076,42.76499939,68998800,7.37873E+11,Technology,Computer Manufacturing,2/21/2019
AAPL,42.89500046,43.24250031,75652800,7.37873E+11,Technology,Computer Manufacturing,2/22/2019
AAPL,43.54000092,43.55749893,87493600,7.37873E+11,Technology,Computer Manufacturing,2/25/2019
AAPL,43.42750168,43.58250046,68280800,7.37873E+11,Technology,Computer Manufacturing,2/26/2019
AAPL,43.30250168,43.71749878,111341600,7.37873E+11,Technology,Computer Manufacturing,2/27/2019
AAPL,43.58000183,43.28749847,112861600,7.37873E+11,Technology,Computer Manufacturing,2/28/2019
AAPL,43.56999969,43.74250031,103544800,7.37873E+11,Technology,Computer Manufacturing,3/1/2019
AAPL,43.92250061,43.96250153,109744800,7.37873E+11,Technology,Computer Manufacturing,3/4/2019
AAPL,43.98500061,43.88249969,78949600,7.37873E+11,Technology,Computer Manufacturing,3/5/2019
AAPL,43.66749954,43.63000107,83241600,7.37873E+11,Technology,Computer Manufacturing,3/6/2019
AAPL,43.46749878,43.125,99185600,7.37873E+11,Technology,Computer Manufacturing,3/7/2019
AAPL,42.58000183,43.22750092,95997600,7.37873E+11,Technology,Computer Manufacturing,3/8/2019
AAPL,43.87250137,44.72499847,128044000,7.37873E+11,Technology,Computer Manufacturing,3/11/2019
AAPL,45,45.22750092,129870400,7.37873E+11,Technology,Computer Manufacturing,3/12/2019
AAPL,45.5625,45.42750168,124130000,7.37873E+11,Technology,Computer Manufacturing,3/13/2019
AAPL,45.97499847,45.93249893,94318000,7.37873E+11,Technology,Computer Manufacturing,3/14/2019
AAPL,46.21250153,46.52999878,156171600,7.37873E+11,Technology,Computer Manufacturing,3/15/2019
AAPL,46.45000076,47.00500107,104879200,7.37873E+11,Technology,Computer Manufacturing,3/18/2019
AAPL,47.08750153,46.63249969,126585600,7.37873E+11,Technology,Computer Manufacturing,3/19/2019
AAPL,46.55749893,47.04000092,124140800,7.37873E+11,Technology,Computer Manufacturing,3/20/2019
AAPL,47.50500107,48.77249908,204136800,7.37873E+11,Technology,Computer Manufacturing,3/21/2019
AAPL,48.83499908,47.76250076,169630800,7.37873E+11,Technology,Computer Manufacturing,3/22/2019
AAPL,47.87749863,47.18500137,175381200,7.37873E+11,Technology,Computer Manufacturing,3/25/2019
AAPL,47.91500092,46.69749832,199202000,7.37873E+11,Technology,Computer Manufacturing,3/26/2019
AAPL,47.1875,47.11750031,119393600,7.37873E+11,Technology,Computer Manufacturing,3/27/2019
AAPL,47.23749924,47.18000031,83121600,7.37873E+11,Technology,Computer Manufacturing,3/28/2019
AAPL,47.45750046,47.48749924,94256000,7.37873E+11,Technology,Computer Manufacturing,3/29/2019
AAPL,47.90999985,47.81000137,111448000,7.37873E+11,Technology,Computer Manufacturing,4/1/2019
AAPL,47.77249908,48.50500107,91062800,7.37873E+11,Technology,Computer Manufacturing,4/2/2019
AAPL,48.3125,48.83750153,93087200,7.37873E+11,Technology,Computer Manufacturing,4/3/2019
AAPL,48.69749832,48.92250061,76457200,7.37873E+11,Technology,Computer Manufacturing,4/4/2019
AAPL,49.11249924,49.25,74106400,7.37873E+11,Technology,Computer Manufacturing,4/5/2019
AAPL,49.10499954,50.02500153,103526800,7.37873E+11,Technology,Computer Manufacturing,4/8/2019
AAPL,50.08000183,49.875,143072800,7.37873E+11,Technology,Computer Manufacturing,4/9/2019
AAPL,49.66999817,50.15499878,86781200,7.37873E+11,Technology,Computer Manufacturing,4/10/2019
AAPL,50.21250153,49.73749924,83603200,7.37873E+11,Technology,Computer Manufacturing,4/11/2019
AAPL,49.79999924,49.71749878,111042800,7.37873E+11,Technology,Computer Manufacturing,4/12/2019
AAPL,49.64500046,49.80749893,70146400,7.37873E+11,Technology,Computer Manufacturing,4/15/2019
AAPL,49.86500168,49.8125,102785600,7.37873E+11,Technology,Computer Manufacturing,4/16/2019
AAPL,49.88499832,50.78250122,115627200,7.37873E+11,Technology,Computer Manufacturing,4/17/2019
AAPL,50.77999878,50.96500015,96783200,7.37873E+11,Technology,Computer Manufacturing,4/18/2019
AAPL,50.70750046,51.13249969,77758000,7.37873E+11,Technology,Computer Manufacturing,4/22/2019
AAPL,51.10749817,51.86999893,93292000,7.37873E+11,Technology,Computer Manufacturing,4/23/2019
AAPL,51.84000015,51.79000092,70162400,7.37873E+11,Technology,Computer Manufacturing,4/24/2019
AAPL,51.70750046,51.31999969,74172800,7.37873E+11,Technology,Computer Manufacturing,4/25/2019
AAPL,51.22499847,51.07500076,74596400,7.37873E+11,Technology,Computer Manufacturing,4/26/2019
AAPL,51.09999847,51.15250015,88818800,7.37873E+11,Technology,Computer Manufacturing,4/29/2019
AAPL,50.76499939,50.16749954,186139600,7.37873E+11,Technology,Computer Manufacturing,4/30/2019
AAPL,52.47000122,52.63000107,259309200,7.37873E+11,Technology,Computer Manufacturing,5/1/2019
AAPL,52.45999908,52.28749847,127985200,7.37873E+11,Technology,Computer Manufacturing,5/2/2019
AAPL,52.72249985,52.9375,83569600,7.37873E+11,Technology,Computer Manufacturing,5/3/2019
AAPL,51.07249832,52.11999893,129772400,7.37873E+11,Technology,Computer Manufacturing,5/6/2019
AAPL,51.47000122,50.71500015,155054800,7.37873E+11,Technology,Computer Manufacturing,5/7/2019
AAPL,50.47499847,50.72499847,105358000,7.37873E+11,Technology,Computer Manufacturing,5/8/2019
AAPL,50.09999847,50.18000031,139634400,7.37873E+11,Technology,Computer Manufacturing,5/9/2019
AAPL,49.35499954,49.29499817,164834800,7.37873E+11,Technology,Computer Manufacturing,5/10/2019
AAPL,46.92750168,46.43000031,229722400,7.37873E+11,Technology,Computer Manufacturing,5/13/2019
AAPL,46.60250092,47.16500092,146118800,7.37873E+11,Technology,Computer Manufacturing,5/14/2019
AAPL,46.56750107,47.72999954,106178800,7.37873E+11,Technology,Computer Manufacturing,5/15/2019
AAPL,47.47750092,47.52000046,132125600,7.37873E+11,Technology,Computer Manufacturing,5/16/2019
AAPL,46.73249817,47.25,131516400,7.37873E+11,Technology,Computer Manufacturing,5/17/2019
AAPL,45.88000107,45.77249908,154449200,7.37873E+11,Technology,Computer Manufacturing,5/20/2019
AAPL,46.30500031,46.65000153,113459200,7.37873E+11,Technology,Computer Manufacturing,5/21/2019
AAPL,46.16500092,45.69499969,118994400,7.37873E+11,Technology,Computer Manufacturing,5/22/2019
AAPL,44.95000076,44.91500092,146118800,7.37873E+11,Technology,Computer Manufacturing,5/23/2019
AAPL,45.04999924,44.74250031,94858800,7.37873E+11,Technology,Computer Manufacturing,5/24/2019
AAPL,44.72999954,44.55749893,111792800,7.37873E+11,Technology,Computer Manufacturing,5/28/2019
AAPL,44.10499954,44.34500122,113924800,7.37873E+11,Technology,Computer Manufacturing,5/29/2019
AAPL,44.48749924,44.57500076,84873600,7.37873E+11,Technology,Computer Manufacturing,5/30/2019
AAPL,44.05749893,43.76750183,108174400,7.37873E+11,Technology,Computer Manufacturing,5/31/2019
AAPL,43.90000153,43.32500076,161584400,7.37873E+11,Technology,Computer Manufacturing,6/3/2019
AAPL,43.86000061,44.90999985,123872000,7.37873E+11,Technology,Computer Manufacturing,6/4/2019
AAPL,46.06999969,45.63499832,119093600,7.37873E+11,Technology,Computer Manufacturing,6/5/2019
AAPL,45.77000046,46.30500031,90105200,7.37873E+11,Technology,Computer Manufacturing,6/6/2019
AAPL,46.62749863,47.53749847,122737600,7.37873E+11,Technology,Computer Manufacturing,6/7/2019
AAPL,47.95249939,48.14500046,104883600,7.37873E+11,Technology,Computer Manufacturing,6/10/2019
AAPL,48.71500015,48.70249939,107731600,7.37873E+11,Technology,Computer Manufacturing,6/11/2019
AAPL,48.48749924,48.54750061,73012800,7.37873E+11,Technology,Computer Manufacturing,6/12/2019
AAPL,48.67499924,48.53749847,86698400,7.37873E+11,Technology,Computer Manufacturing,6/13/2019
AAPL,47.88750076,48.18500137,75046000,7.37873E+11,Technology,Computer Manufacturing,6/14/2019
AAPL,48.22499847,48.47249985,58676400,7.37873E+11,Technology,Computer Manufacturing,6/17/2019
AAPL,49.01250076,49.61249924,106204000,7.37873E+11,Technology,Computer Manufacturing,6/18/2019
AAPL,49.91999817,49.46749878,84496800,7.37873E+11,Technology,Computer Manufacturing,6/19/2019
AAPL,50.09249878,49.86500168,86056000,7.37873E+11,Technology,Computer Manufacturing,6/20/2019
AAPL,49.70000076,49.69499969,191202400,7.37873E+11,Technology,Computer Manufacturing,6/21/2019
AAPL,49.63499832,49.64500046,72881600,7.37873E+11,Technology,Computer Manufacturing,6/24/2019
AAPL,49.60749817,48.89250183,84281200,7.37873E+11,Technology,Computer Manufacturing,6/25/2019
AAPL,49.44250107,49.95000076,104270000,7.37873E+11,Technology,Computer Manufacturing,6/26/2019
AAPL,50.07249832,49.93500137,83598800,7.37873E+11,Technology,Computer Manufacturing,6/27/2019
AAPL,49.66999817,49.47999954,124442400,7.37873E+11,Technology,Computer Manufacturing,6/28/2019
AAPL,50.79249954,50.38750076,109012000,7.37873E+11,Technology,Computer Manufacturing,7/1/2019
AAPL,50.35250092,50.68249893,67740800,7.37873E+11,Technology,Computer Manufacturing,7/2/2019
AAPL,50.81999969,51.10250092,45448000,7.37873E+11,Technology,Computer Manufacturing,7/3/2019
AAPL,50.83750153,51.05749893,69062000,7.37873E+11,Technology,Computer Manufacturing,7/5/2019
AAPL,50.20249939,50.00500107,101354400,7.37873E+11,Technology,Computer Manufacturing,7/8/2019
AAPL,49.79999924,50.31000137,82312000,7.37873E+11,Technology,Computer Manufacturing,7/9/2019
AAPL,50.46250153,50.80749893,71588400,7.37873E+11,Technology,Computer Manufacturing,7/10/2019
AAPL,50.82749939,50.4375,80767200,7.37873E+11,Technology,Computer Manufacturing,7/11/2019
AAPL,50.61249924,50.82500076,70380800,7.37873E+11,Technology,Computer Manufacturing,7/12/2019
AAPL,51.02249908,51.30250168,67789600,7.37873E+11,Technology,Computer Manufacturing,7/15/2019
AAPL,51.14749908,51.125,67467200,7.37873E+11,Technology,Computer Manufacturing,7/16/2019
AAPL,51.01250076,50.83750153,56430000,7.37873E+11,Technology,Computer Manufacturing,7/17/2019
AAPL,51,51.41500092,74162400,7.37873E+11,Technology,Computer Manufacturing,7/18/2019
AAPL,51.44749832,50.64749908,83717200,7.37873E+11,Technology,Computer Manufacturing,7/19/2019
AAPL,50.91249847,51.80500031,89111600,7.37873E+11,Technology,Computer Manufacturing,7/22/2019
AAPL,52.11500168,52.20999908,73420800,7.37873E+11,Technology,Computer Manufacturing,7/23/2019
AAPL,51.91749954,52.16749954,59966400,7.37873E+11,Technology,Computer Manufacturing,7/24/2019
AAPL,52.22249985,51.75500107,55638400,7.37873E+11,Technology,Computer Manufacturing,7/25/2019
AAPL,51.86999893,51.93500137,70475600,7.37873E+11,Technology,Computer Manufacturing,7/26/2019
AAPL,52.11500168,52.41999817,86693600,7.37873E+11,Technology,Computer Manufacturing,7/29/2019
AAPL,52.18999863,52.19499969,135742800,7.37873E+11,Technology,Computer Manufacturing,7/30/2019
AAPL,54.10499954,53.25999832,277125600,7.37873E+11,Technology,Computer Manufacturing,7/31/2019
AAPL,53.47499847,52.10749817,216071600,7.37873E+11,Technology,Computer Manufacturing,8/1/2019
AAPL,51.38249969,51.00500107,163448400,7.37873E+11,Technology,Computer Manufacturing,8/2/2019
AAPL,49.49750137,48.33499908,209572000,7.37873E+11,Technology,Computer Manufacturing,8/5/2019
AAPL,49.07749939,49.25,143299200,7.37873E+11,Technology,Computer Manufacturing,8/6/2019
AAPL,48.85250092,49.75999832,133457600,7.37873E+11,Technology,Computer Manufacturing,8/7/2019
AAPL,50.04999924,50.85749817,108038000,7.37873E+11,Technology,Computer Manufacturing,8/8/2019
AAPL,50.32500076,50.24750137,98478800,7.37873E+11,Technology,Computer Manufacturing,8/9/2019
AAPL,49.90499878,50.11999893,89927600,7.37873E+11,Technology,Computer Manufacturing,8/12/2019
AAPL,50.25500107,52.24250031,188874000,7.37873E+11,Technology,Computer Manufacturing,8/13/2019
AAPL,50.79000092,50.6875,146189600,7.37873E+11,Technology,Computer Manufacturing,8/14/2019
AAPL,50.86500168,50.43500137,108909600,7.37873E+11,Technology,Computer Manufacturing,8/15/2019
AAPL,51.06999969,51.625,110481600,7.37873E+11,Technology,Computer Manufacturing,8/16/2019
AAPL,52.65499878,52.58750153,97654400,7.37873E+11,Technology,Computer Manufacturing,8/19/2019
