Symbol,Open,Close,Volume,MarketCap,Sector,Industry,date
AAPL,52.72000122,52.59000015,107537200,7.37873E+11,Technology,Computer Manufacturing,8/20/2019
AAPL,53.24750137,53.15999985,86141600,7.37873E+11,Technology,Computer Manufacturing,8/21/2019
AAPL,53.29750061,53.11500168,89014800,7.37873E+11,Technology,Computer Manufacturing,8/22/2019
AAPL,52.35749817,50.65999985,187272000,7.37873E+11,Technology,Computer Manufacturing,8/23/2019
AAPL,51.46500015,51.62250137,104174400,7.37873E+11,Technology,Computer Manufacturing,8/26/2019
AAPL,51.96500015,51.04000092,103493200,7.37873E+11,Technology,Computer Manufacturing,8/27/2019
AAPL,51.02500153,51.38249969,63755200,7.37873E+11,Technology,Computer Manufacturing,8/28/2019
AAPL,52.125,52.25249863,83962000,7.37873E+11,Technology,Computer Manufacturing,8/29/2019
AAPL,52.54000092,52.18500137,84573600,7.37873E+11,Technology,Computer Manufacturing,8/30/2019
AAPL,51.60749817,51.42499924,80092000,7.37873E+11,Technology,Computer Manufacturing,9/3/2019
AAPL,52.09749985,52.29750061,76752400,7.37873E+11,Technology,Computer Manufacturing,9/4/2019
AAPL,53,53.31999969,95654800,7.37873E+11,Technology,Computer Manufacturing,9/5/2019
AAPL,53.51250076,53.31499863,77449200,7.37873E+11,Technology,Computer Manufacturing,9/6/2019
AAPL,53.70999908,53.54249954,109237600,7.37873E+11,Technology,Computer Manufacturing,9/9/2019
AAPL,53.46500015,54.17499924,127111600,7.37873E+11,Technology,Computer Manufacturing,9/10/2019
AAPL,54.51750183,55.89749908,177158400,7.37873E+11,Technology,Computer Manufacturing,9/11/2019
AAPL,56.20000076,55.77249908,128906800,7.37873E+11,Technology,Computer Manufacturing,9/12/2019
ADBE,225.5599976,226.2400055,2866400,63297301375,Technology,Computer Software: Prepackaged Software,12/31/2018
ADBE,219.9100037,224.5700073,2784100,63297301375,Technology,Computer Software: Prepackaged Software,1/2/2019
ADBE,220.8800049,215.6999969,3663500,63297301375,Technology,Computer Software: Prepackaged Software,1/3/2019
ADBE,219.8399963,226.1900024,4043400,63297301375,Technology,Computer Software: Prepackaged Software,1/4/2019
ADBE,229.9499969,229.2599945,3638500,63297301375,Technology,Computer Software: Prepackaged Software,1/7/2019
ADBE,232.6499939,232.6799927,3685900,63297301375,Technology,Computer Software: Prepackaged Software,1/8/2019
ADBE,234.0099945,235.4299927,3594200,63297301375,Technology,Computer Software: Prepackaged Software,1/9/2019
ADBE,233.7700043,237.7700043,2704600,63297301375,Technology,Computer Software: Prepackaged Software,1/10/2019
ADBE,235.7100067,237.5500031,3179500,63297301375,Technology,Computer Software: Prepackaged Software,1/11/2019
ADBE,235.3300018,234.5599976,2606800,63297301375,Technology,Computer Software: Prepackaged Software,1/14/2019
ADBE,237.8999939,242.3600006,3656500,63297301375,Technology,Computer Software: Prepackaged Software,1/15/2019
ADBE,243.6000061,241.9499969,2885200,63297301375,Technology,Computer Software: Prepackaged Software,1/16/2019
ADBE,240.1300049,244.3999939,2836200,63297301375,Technology,Computer Software: Prepackaged Software,1/17/2019
ADBE,247.4499969,247.5099945,3711300,63297301375,Technology,Computer Software: Prepackaged Software,1/18/2019
ADBE,245.1300049,243.8500061,4155500,63297301375,Technology,Computer Software: Prepackaged Software,1/22/2019
ADBE,244.9100037,245.1399994,2031400,63297301375,Technology,Computer Software: Prepackaged Software,1/23/2019
ADBE,245.6199951,242.5599976,3643000,63297301375,Technology,Computer Software: Prepackaged Software,1/24/2019
ADBE,244.9900055,244.9499969,3822300,63297301375,Technology,Computer Software: Prepackaged Software,1/25/2019
ADBE,241,241.8500061,2110400,63297301375,Technology,Computer Software: Prepackaged Software,1/28/2019
ADBE,241.8099976,238.2700043,1937100,63297301375,Technology,Computer Software: Prepackaged Software,1/29/2019
ADBE,240.1600037,242.6699982,2482900,63297301375,Technology,Computer Software: Prepackaged Software,1/30/2019
ADBE,243,247.8200073,5007200,63297301375,Technology,Computer Software: Prepackaged Software,1/31/2019
ADBE,247.8200073,247.3800049,3033300,63297301375,Technology,Computer Software: Prepackaged Software,2/1/2019
ADBE,248.5599976,254.7400055,3705100,63297301375,Technology,Computer Software: Prepackaged Software,2/4/2019
ADBE,256.7399902,254.8200073,3042000,63297301375,Technology,Computer Software: Prepackaged Software,2/5/2019
ADBE,255.0599976,254.3500061,2539100,63297301375,Technology,Computer Software: Prepackaged Software,2/6/2019
ADBE,251.3300018,253.7400055,2099300,63297301375,Technology,Computer Software: Prepackaged Software,2/7/2019
ADBE,251.3899994,257,2756800,63297301375,Technology,Computer Software: Prepackaged Software,2/8/2019
ADBE,258.8900146,258.3900146,3538100,63297301375,Technology,Computer Software: Prepackaged Software,2/11/2019
ADBE,260.1499939,261.3699951,2518400,63297301375,Technology,Computer Software: Prepackaged Software,2/12/2019
ADBE,263.1300049,260.230011,1899700,63297301375,Technology,Computer Software: Prepackaged Software,2/13/2019
ADBE,259.3999939,260.1400146,1885000,63297301375,Technology,Computer Software: Prepackaged Software,2/14/2019
ADBE,260.3399963,259.4500122,2999200,63297301375,Technology,Computer Software: Prepackaged Software,2/15/2019
ADBE,258.980011,257.8099976,3475600,63297301375,Technology,Computer Software: Prepackaged Software,2/19/2019
ADBE,258.1300049,258.1000061,2484800,63297301375,Technology,Computer Software: Prepackaged Software,2/20/2019
ADBE,257.2999878,257.7600098,2607400,63297301375,Technology,Computer Software: Prepackaged Software,2/21/2019
ADBE,257.6099854,258.8999939,2006000,63297301375,Technology,Computer Software: Prepackaged Software,2/22/2019
ADBE,261.5,258.6199951,1815800,63297301375,Technology,Computer Software: Prepackaged Software,2/25/2019
ADBE,258,261.2200012,2538900,63297301375,Technology,Computer Software: Prepackaged Software,2/26/2019
ADBE,259.769989,262.8999939,2266800,63297301375,Technology,Computer Software: Prepackaged Software,2/27/2019
ADBE,262.3999939,262.5,3810300,63297301375,Technology,Computer Software: Prepackaged Software,2/28/2019
ADBE,265.75,264.0100098,2594000,63297301375,Technology,Computer Software: Prepackaged Software,3/1/2019
ADBE,266.7000122,258.1600037,2994900,63297301375,Technology,Computer Software: Prepackaged Software,3/4/2019
ADBE,259,257.3800049,2101800,63297301375,Technology,Computer Software: Prepackaged Software,3/5/2019
ADBE,257.3999939,256.3999939,1950500,63297301375,Technology,Computer Software: Prepackaged Software,3/6/2019
ADBE,255.7700043,255.4600067,3185200,63297301375,Technology,Computer Software: Prepackaged Software,3/7/2019
ADBE,251.4900055,254.7400055,2195400,63297301375,Technology,Computer Software: Prepackaged Software,3/8/2019
ADBE,255.9799957,260.9599915,2711700,63297301375,Technology,Computer Software: Prepackaged Software,3/11/2019
ADBE,261.8599854,263.5100098,2583500,63297301375,Technology,Computer Software: Prepackaged Software,3/12/2019
ADBE,265.5,264.3800049,3992500,63297301375,Technology,Computer Software: Prepackaged Software,3/13/2019
ADBE,265.2600098,267.6900024,5113400,63297301375,Technology,Computer Software: Prepackaged Software,3/14/2019
ADBE,258.0299988,257.0899963,12110500,63297301375,Technology,Computer Software: Prepackaged Software,3/15/2019
ADBE,257.1099854,257.7600098,4013400,63297301375,Technology,Computer Software: Prepackaged Software,3/18/2019
ADBE,259.4299927,260.4200134,4257300,63297301375,Technology,Computer Software: Prepackaged Software,3/19/2019
ADBE,260.5400085,259.7399902,3732600,63297301375,Technology,Computer Software: Prepackaged Software,3/20/2019
ADBE,259,264.1799927,2359900,63297301375,Technology,Computer Software: Prepackaged Software,3/21/2019
ADBE,263.4700012,259.6900024,3454000,63297301375,Technology,Computer Software: Prepackaged Software,3/22/2019
ADBE,259.2099915,262.269989,2639300,63297301375,Technology,Computer Software: Prepackaged Software,3/25/2019
ADBE,265.0499878,265.5899963,3150100,63297301375,Technology,Computer Software: Prepackaged Software,3/26/2019
ADBE,265.5299988,262.3399963,2521900,63297301375,Technology,Computer Software: Prepackaged Software,3/27/2019
ADBE,263.5,263.5299988,2018000,63297301375,Technology,Computer Software: Prepackaged Software,3/28/2019
ADBE,265.4700012,266.4899902,2097400,63297301375,Technology,Computer Software: Prepackaged Software,3/29/2019
ADBE,269.8500061,272.1700134,2970100,63297301375,Technology,Computer Software: Prepackaged Software,4/1/2019
ADBE,272.8900146,271.3500061,1877800,63297301375,Technology,Computer Software: Prepackaged Software,4/2/2019
ADBE,273.7099915,271.5,2432800,63297301375,Technology,Computer Software: Prepackaged Software,4/3/2019
ADBE,270.980011,267.8900146,2947400,63297301375,Technology,Computer Software: Prepackaged Software,4/4/2019
ADBE,269.4400024,267.4500122,1970500,63297301375,Technology,Computer Software: Prepackaged Software,4/5/2019
ADBE,266.9599915,268.8099976,1796800,63297301375,Technology,Computer Software: Prepackaged Software,4/8/2019
ADBE,267.1199951,268.9899902,1605900,63297301375,Technology,Computer Software: Prepackaged Software,4/9/2019
ADBE,269.4700012,271.5799866,1469700,63297301375,Technology,Computer Software: Prepackaged Software,4/10/2019
ADBE,271.9500122,271.8999939,2085600,63297301375,Technology,Computer Software: Prepackaged Software,4/11/2019
ADBE,273.0100098,271.8599854,1681100,63297301375,Technology,Computer Software: Prepackaged Software,4/12/2019
ADBE,271.8599854,272.2200012,1462300,63297301375,Technology,Computer Software: Prepackaged Software,4/15/2019
ADBE,273.0700073,271.4299927,1638400,63297301375,Technology,Computer Software: Prepackaged Software,4/16/2019
ADBE,272.1700134,269.4500122,2391500,63297301375,Technology,Computer Software: Prepackaged Software,4/17/2019
ADBE,270.0899963,270.5700073,2028900,63297301375,Technology,Computer Software: Prepackaged Software,4/18/2019
ADBE,269.8200073,272.2099915,1364700,63297301375,Technology,Computer Software: Prepackaged Software,4/22/2019
ADBE,272.5400085,278.4899902,2693600,63297301375,Technology,Computer Software: Prepackaged Software,4/23/2019
ADBE,279.2200012,275.4500122,1867600,63297301375,Technology,Computer Software: Prepackaged Software,4/24/2019
ADBE,278.3999939,277.6600037,1747200,63297301375,Technology,Computer Software: Prepackaged Software,4/25/2019
ADBE,278.1799927,281.9599915,2114000,63297301375,Technology,Computer Software: Prepackaged Software,4/26/2019
ADBE,286.4599915,286.1400146,5592400,63297301375,Technology,Computer Software: Prepackaged Software,4/29/2019
ADBE,286.1000061,289.25,3068000,63297301375,Technology,Computer Software: Prepackaged Software,4/30/2019
ADBE,291,283.3500061,2056200,63297301375,Technology,Computer Software: Prepackaged Software,5/1/2019
ADBE,283.1400146,279.6400146,2482300,63297301375,Technology,Computer Software: Prepackaged Software,5/2/2019
ADBE,282.5599976,285.5799866,1979500,63297301375,Technology,Computer Software: Prepackaged Software,5/3/2019
ADBE,277.6000061,283.6600037,1994500,63297301375,Technology,Computer Software: Prepackaged Software,5/6/2019
ADBE,278.8200073,277.0700073,2568000,63297301375,Technology,Computer Software: Prepackaged Software,5/7/2019
ADBE,275.8299866,276.769989,2610800,63297301375,Technology,Computer Software: Prepackaged Software,5/8/2019
ADBE,274.1600037,275.7900085,1866800,63297301375,Technology,Computer Software: Prepackaged Software,5/9/2019
ADBE,273.5799866,278.480011,2097500,63297301375,Technology,Computer Software: Prepackaged Software,5/10/2019
ADBE,270.5700073,267.7000122,2698300,63297301375,Technology,Computer Software: Prepackaged Software,5/13/2019
ADBE,269.4299927,271.8599854,2046600,63297301375,Technology,Computer Software: Prepackaged Software,5/14/2019
ADBE,269.8200073,276.8200073,2708600,63297301375,Technology,Computer Software: Prepackaged Software,5/15/2019
ADBE,278.6300049,283.5499878,3413100,63297301375,Technology,Computer Software: Prepackaged Software,5/16/2019
ADBE,281.6799927,279.8500061,2223500,63297301375,Technology,Computer Software: Prepackaged Software,5/17/2019
ADBE,276.1000061,275.4500122,2392000,63297301375,Technology,Computer Software: Prepackaged Software,5/20/2019
ADBE,278.2099915,278.0700073,1793500,63297301375,Technology,Computer Software: Prepackaged Software,5/21/2019
ADBE,277.4200134,281.8200073,1570500,63297301375,Technology,Computer Software: Prepackaged Software,5/22/2019
